1 -20.732
2 -27.317
3 -31.403
4 -34.466
5 -36.968
6 -39.115
7 -41.018
8 -42.742
9 -44.329
10 -45.808
11 -47.200
12 -48.520
13 -49.779
14 -50.987
15 -52.150
16 -53.275
17 -54.365
18 -55.426
19 -56.459
20 -57.469
21 -58.457
22 -59.425
23 -60.375
24 -61.309
25 -62.227
26 -63.132
27 -64.024
28 -64.904
29 -65.772
30 -66.631
31 -67.480
32 -68.319
33 -69.151
34 -69.974
35 -70.790
36 -71.598
37 -72.400
38 -73.196
39 -73.986
40 -74.770
41 -75.548
42 -76.321
43 -77.090
44 -77.853
45 -78.613
46 -79.368
47 -80.118
48 -80.865
49 -81.608
50 -82.348
51 -83.084
52 -83.816
53 -84.546
54 -85.272
55 -85.996
56 -86.716
57 -87.434
58 -88.149
59 -88.861
60 -89.571
61 -90.279
62 -90.984
63 -91.687
64 -92.388
65 -93.087
66 -93.783
67 -94.478
68 -95.171
69 -95.861
70 -96.550
71 -97.238
72 -97.923
73 -98.607
74 -99.289
75 -99.970
76 -100.649
77 -101.326
78 -102.002
79 -102.677
80 -103.350
81 -104.022
82 -104.693
83 -105.362
84 -106.030
85 -106.697
86 -107.362
87 -108.027
88 -108.690
89 -109.352
90 -110.013
91 -110.673
92 -111.332
93 -111.990
94 -112.647
95 -113.303
96 -113.958
97 -114.612
98 -115.265
99 -115.917
100 -116.568
